MovementID	Date	ProductID	MovementType	Quantity	Location	Reference	Notes
MOV01416	2024-11-18	P084	Adjustment	-37	Warehouse A	REF8663	Regular operation
MOV01417	2024-09-06	P011	Damaged	-38	Warehouse B	REF7004	Quality check
MOV01418	2023-08-13	P052	Sale	39	Online Fulfillment	REF3433	Regular operation
MOV01419	2024-10-02	P061	Sale	1	Store 1	REF1180	Customer return
MOV01420	2024-10-08	P012	Return	32	Online Fulfillment	REF9901	Supplier issue
MOV01421	2024-03-06	P032	Purchase	19	Warehouse B	REF9879	Supplier issue
MOV01422	2023-02-27	P049	Purchase	-34	Store 1	REF5979	Quality check
MOV01423	2023-04-29	P015	Damaged	83	Online Fulfillment	REF6537	
MOV01424	2023-09-20	P077	Damaged	-21	Online Fulfillment	REF3423	Supplier issue
MOV01425	2023-11-30	P086	Transfer	35	Warehouse A	REF8796	Quality check
MOV01426	2023-08-27	P051	Damaged	49	Store 2	REF6004	
MOV01427	2023-05-03	P036	Sale	-28	Warehouse B	REF8381	Customer return
MOV01428	2023-01-24	P098	Damaged	-50	Warehouse A	REF9959	Regular operation
MOV01429	2023-04-30	P014	Purchase	54	Warehouse B	REF3697	Quality check
MOV01430	2023-10-08	P035	Sale	-10	Store 2	REF6690	Customer return
MOV01431	2024-08-05	P094	Return	-30	Online Fulfillment	REF9209	Regular operation
MOV01432	2024-10-19	P075	Adjustment	78	Store 1	REF6336	Regular operation
MOV01433	2024-04-05	P077	Purchase	38	Store 1	REF4906	Supplier issue
MOV01434	2024-08-16	P072	Purchase	4	Store 1	REF7015	
MOV01435	2024-12-31	P033	Transfer	2	Warehouse A	REF5646	
MOV01436	2023-10-07	P007	Transfer	-39	Online Fulfillment	REF2138	Regular operation
MOV01437	2023-01-06	P054	Transfer	33	Store 2	REF9862	Regular operation
MOV01438	2024-09-09	P069	Damaged	5	Warehouse B	REF4123	Regular operation
MOV01439	2024-02-12	P061	Transfer	-7	Store 2	REF7304	Customer return
MOV01440	2023-01-18	P098	Damaged	10	Warehouse A	REF8322	Customer return
MOV01441	2023-01-03	P044	Transfer	97	Online Fulfillment	REF1443	Supplier issue
MOV01442	2023-10-12	P003	Transfer	-21	Warehouse A	REF7152	Supplier issue
MOV01443	2023-04-23	P008	Transfer	-24	Store 2	REF7157	Customer return
MOV01444	2023-04-11	P003	Return	-9	Warehouse A	REF9852	Supplier issue
MOV01445	2023-12-03	P028	Damaged	77	Store 1	REF5448	Customer return
MOV01446	2024-12-08	P046	Damaged	86	Warehouse B	REF4083	Regular operation
MOV01447	2024-06-21	P047	Damaged	61	Store 2	REF6443	Customer return
MOV01448	2024-08-01	P032	Return	68	Online Fulfillment	REF2736	Quality check
MOV01449	2024-02-25	P067	Transfer	81	Warehouse A	REF1118	Supplier issue
MOV01450	2024-10-04	P081	Damaged	92	Store 2	REF4904	Quality check
MOV01451	2023-03-02	P011	Transfer	68	Warehouse A	REF4570	Regular operation
MOV01452	2024-05-17	P081	Transfer	-20	Store 2	REF7943	Quality check
MOV01453	2023-09-13	P092	Sale	33	Store 1	REF9701	
MOV01454	2023-04-27	P011	Damaged	-21	Warehouse B	REF8206	Supplier issue
MOV01455	2024-03-04	P013	Return	-26	Online Fulfillment	REF1482	Supplier issue
MOV01456	2024-05-29	P035	Return	-18	Store 1	REF7373	Supplier issue
MOV01457	2024-03-21	P090	Purchase	-35	Store 1	REF3276	Customer return
MOV01458	2024-09-14	P057	Adjustment	30	Store 2	REF2514	Quality check
MOV01459	2023-12-13	P033	Return	39	Online Fulfillment	REF5936	Supplier issue
MOV01460	2024-08-04	P086	Return	-28	Online Fulfillment	REF7405	Regular operation
MOV01461	2023-09-18	P074	Transfer	-46	Warehouse A	REF5335	Regular operation
MOV01462	2024-12-10	P076	Purchase	35	Store 1	REF5926	Customer return
MOV01463	2024-08-08	P055	Sale	45	Warehouse B	REF2794	Supplier issue
MOV01464	2023-12-24	P032	Transfer	66	Warehouse B	REF1788	Supplier issue
MOV01465	2024-02-18	P050	Damaged	52	Store 2	REF6842	Quality check
MOV01466	2023-09-20	P083	Return	-4	Warehouse A	REF4942	Regular operation
MOV01467	2023-11-25	P062	Transfer	76	Warehouse A	REF7625	Customer return
MOV01468	2024-07-24	P009	Purchase	-17	Store 1	REF7041	Regular operation
MOV01469	2024-04-29	P057	Transfer	9	Store 2	REF4665	Customer return
MOV01470	2023-02-13	P087	Transfer	57	Online Fulfillment	REF1799	Regular operation
MOV01471	2024-08-05	P018	Sale	67	Warehouse A	REF7855	Supplier issue
MOV01472	2023-06-25	P027	Transfer	8	Store 1	REF3952	Supplier issue
MOV01473	2023-01-02	P011	Adjustment	64	Warehouse B	REF7826	Customer return
MOV01474	2023-12-10	P065	Purchase	2	Warehouse B	REF8120	Regular operation
MOV01475	2023-07-14	P043	Damaged	16	Warehouse B	REF8412	Regular operation
MOV01476	2023-03-26	P086	Transfer	-18	Warehouse B	REF4313	Quality check
MOV01477	2024-10-21	P081	Purchase	-37	Warehouse B	REF6313	Quality check
MOV01478	2023-02-14	P036	Damaged	52	Store 2	REF6060	Regular operation
MOV01479	2024-04-09	P013	Transfer	45	Warehouse B	REF4808	Regular operation
MOV01480	2023-03-21	P044	Adjustment	25	Online Fulfillment	REF4603	Customer return
MOV01481	2024-02-29	P023	Damaged	92	Store 2	REF6562	Quality check
MOV01482	2024-12-03	P014	Transfer	16	Online Fulfillment	REF4879	Quality check
MOV01483	2024-01-23	P037	Transfer	-12	Warehouse A	REF6646	Quality check
MOV01484	2024-12-21	P076	Adjustment	14	Store 1	REF9534	Supplier issue
MOV01485	2023-03-06	P049	Adjustment	-1	Online Fulfillment	REF4428	Regular operation
MOV01486	2023-08-01	P017	Sale	-26	Store 2	REF9413	Regular operation
MOV01487	2024-04-22	P001	Purchase	81	Warehouse B	REF2371	Customer return
MOV01488	2023-12-11	P063	Return	-28	Warehouse B	REF7024	Regular operation
MOV01489	2023-07-02	P014	Transfer	89	Warehouse B	REF4195	Customer return
MOV01490	2023-01-16	P084	Purchase	70	Online Fulfillment	REF2185	
MOV01491	2023-11-08	P035	Damaged	37	Store 1	REF8757	Supplier issue
MOV01492	2024-02-02	P075	Damaged	46	Warehouse B	REF6633	Quality check
MOV01493	2024-02-25	P058	Purchase	-24	Store 2	REF3012	Quality check
MOV01494	2023-02-14	P030	Return	43	Store 2	REF5397	Regular operation
MOV01495	2024-10-09	P057	Return	47	Store 1	REF3829	Quality check
MOV01496	2023-01-06	P007	Sale	-3	Store 1	REF3920	Quality check
MOV01497	2023-08-25	P058	Purchase	53	Store 2	REF6097	Quality check
MOV01498	2023-08-11	P085	Damaged	-1	Store 1	REF2384	
MOV01499	2024-09-29	P080	Adjustment	-10	Warehouse A	REF2082	Regular operation
MOV01500	2023-11-21	P018	Transfer	-9	Store 2	REF1142	
MOV01501	2024-11-28	P075	Sale	-36	Store 2	REF8719	Supplier issue
MOV01502	2024-10-07	P033	Sale	-38	Warehouse A	REF2530	Supplier issue
MOV01503	2024-12-11	P032	Purchase	-40	Warehouse A	REF1657	
MOV01504	2023-04-28	P004	Damaged	17	Store 2	REF1587	Regular operation
MOV01505	2023-12-06	P024	Damaged	-39	Store 1	REF6577	Supplier issue
MOV01506	2024-03-03	P069	Adjustment	38	Warehouse A	REF1341	Quality check
MOV01507	2024-07-15	P077	Return	3	Store 2	REF3975	Quality check
MOV01508	2024-04-15	P099	Damaged	85	Warehouse B	REF3992	
MOV01509	2023-01-09	P022	Return	4	Warehouse B	REF6038	Customer return
MOV01510	2024-06-25	P070	Transfer	-45	Store 2	REF7704	
MOV01511	2024-12-28	P056	Return	68	Store 2	REF7535	Customer return
MOV01512	2023-11-16	P028	Transfer	40	Online Fulfillment	REF3690	
MOV01513	2024-08-03	P013	Return	58	Warehouse B	REF2194	Quality check
MOV01514	2024-11-02	P099	Return	37	Warehouse B	REF5246	Supplier issue
MOV01515	2023-09-25	P075	Damaged	-34	Warehouse A	REF7655	Regular operation
MOV01516	2024-06-05	P034	Damaged	69	Online Fulfillment	REF2974	
MOV01517	2023-06-11	P019	Sale	4	Store 1	REF5440	
MOV01518	2023-10-24	P036	Adjustment	27	Online Fulfillment	REF5976	
MOV01519	2023-12-30	P086	Adjustment	29	Store 1	REF6383	Regular operation
MOV01520	2024-12-17	P034	Sale	-20	Store 1	REF8593	Quality check
MOV01521	2024-09-27	P096	Transfer	-27	Store 1	REF3170	Supplier issue
MOV01522	2023-02-26	P062	Purchase	6	Warehouse B	REF2397	Customer return
MOV01523	2023-08-28	P069	Sale	62	Store 2	REF5614	Supplier issue
MOV01524	2023-04-29	P099	Sale	4	Online Fulfillment	REF6760	Customer return
MOV01525	2023-09-28	P047	Damaged	-13	Store 1	REF2831	Quality check
MOV01526	2024-03-28	P023	Purchase	55	Store 2	REF8231	Quality check
MOV01527	2023-03-03	P080	Damaged	67	Online Fulfillment	REF1432	Quality check
MOV01528	2024-09-18	P079	Damaged	4	Store 1	REF7559	
MOV01529	2024-02-09	P021	Purchase	72	Store 1	REF4475	
MOV01530	2023-04-29	P077	Purchase	99	Warehouse B	REF9994	Quality check
MOV01531	2024-06-13	P088	Transfer	-29	Online Fulfillment	REF4453	Customer return
MOV01532	2023-01-14	P057	Sale	78	Store 1	REF9719	Customer return
MOV01533	2023-12-14	P002	Return	-41	Store 2	REF9346	Regular operation
MOV01534	2023-12-21	P013	Damaged	-28	Store 1	REF7791	Quality check
MOV01535	2024-04-16	P065	Return	51	Store 2	REF3638	Regular operation
MOV01536	2024-04-25	P091	Adjustment	-9	Store 2	REF3902	Customer return
MOV01537	2023-08-24	P065	Purchase	28	Store 1	REF6940	Supplier issue
MOV01538	2023-12-26	P011	Damaged	18	Online Fulfillment	REF8411	Customer return
MOV01539	2023-07-28	P084	Purchase	-33	Store 1	REF5253	Supplier issue
MOV01540	2023-08-06	P032	Transfer	16	Store 1	REF6313	Customer return
MOV01541	2023-12-08	P001	Purchase	-18	Warehouse B	REF3290	Regular operation
MOV01542	2024-09-23	P088	Transfer	78	Store 1	REF2640	Quality check
MOV01543	2023-03-22	P017	Purchase	41	Online Fulfillment	REF5014	Regular operation
MOV01544	2024-07-20	P074	Transfer	9	Warehouse A	REF3490	Quality check
MOV01545	2023-06-05	P092	Purchase	-8	Store 1	REF2131	Supplier issue
MOV01546	2024-03-12	P053	Transfer	62	Warehouse A	REF7616	
MOV01547	2023-07-26	P090	Transfer	-10	Online Fulfillment	REF3697	Supplier issue
MOV01548	2024-12-25	P053	Adjustment	24	Warehouse A	REF1301	Regular operation
MOV01549	2024-09-04	P085	Adjustment	74	Warehouse B	REF6369	Customer return
MOV01550	2024-08-17	P085	Adjustment	-3	Store 1	REF6735	
MOV01551	2023-01-19	P094	Purchase	-14	Warehouse A	REF4561	Customer return
MOV01552	2023-12-07	P025	Purchase	-20	Warehouse B	REF6539	Quality check
MOV01553	2023-09-16	P088	Sale	60	Store 1	REF7370	Supplier issue
MOV01554	2024-08-18	P029	Adjustment	-35	Store 2	REF8791	Customer return
MOV01555	2024-03-21	P039	Return	-45	Warehouse B	REF2414	Customer return
MOV01556	2024-06-11	P023	Sale	-20	Warehouse A	REF5265	Customer return
MOV01557	2024-12-15	P064	Sale	-46	Store 1	REF7143	Customer return
MOV01558	2023-08-21	P021	Purchase	51	Online Fulfillment	REF6314	Customer return
MOV01559	2023-11-21	P001	Sale	49	Online Fulfillment	REF5671	Customer return
MOV01560	2023-01-15	P046	Transfer	3	Store 2	REF1881	Supplier issue
MOV01561	2023-06-12	P020	Transfer	78	Store 1	REF4265	
MOV01562	2023-06-03	P094	Transfer	93	Store 2	REF7359	
MOV01563	2024-08-15	P068	Purchase	-25	Warehouse A	REF7552	Customer return
MOV01564	2023-07-04	P068	Return	22	Store 1	REF4205	Regular operation
MOV01565	2023-11-18	P023	Damaged	4	Store 2	REF2691	Customer return
MOV01566	2023-04-08	P056	Sale	63	Warehouse A	REF8544	Quality check
MOV01567	2024-05-23	P034	Damaged	-15	Warehouse A	REF1738	Customer return
MOV01568	2023-02-24	P024	Damaged	25	Warehouse A	REF8250	
MOV01569	2024-09-20	P030	Transfer	63	Store 2	REF9398	Regular operation
MOV01570	2023-02-18	P034	Transfer	44	Online Fulfillment	REF2643	Customer return
MOV01571	2024-09-03	P004	Damaged	41	Store 1	REF3796	Customer return
MOV01572	2024-07-23	P097	Adjustment	83	Store 1	REF1721	Customer return
MOV01573	2023-04-18	P099	Return	77	Warehouse A	REF5264	Regular operation
MOV01574	2024-11-27	P066	Transfer	68	Store 2	REF6722	Regular operation
MOV01575	2023-11-28	P090	Adjustment	100	Warehouse B	REF3192	
MOV01576	2023-04-28	P083	Sale	66	Online Fulfillment	REF1554	Regular operation
MOV01577	2024-02-12	P071	Transfer	22	Warehouse A	REF6048	Supplier issue
MOV01578	2024-02-18	P089	Sale	8	Warehouse A	REF6076	Supplier issue
MOV01579	2024-10-18	P077	Purchase	28	Warehouse A	REF6151	
MOV01580	2023-07-10	P099	Transfer	27	Warehouse B	REF8655	Supplier issue
MOV01581	2024-05-17	P059	Return	-24	Store 2	REF6507	Quality check
MOV01582	2024-03-31	P036	Adjustment	46	Store 2	REF6628	Supplier issue
MOV01583	2023-07-30	P088	Adjustment	-25	Store 2	REF5858	Quality check
MOV01584	2024-02-11	P009	Damaged	-21	Warehouse A	REF7632	
MOV01585	2024-01-13	P076	Return	-15	Store 1	REF2161	Supplier issue
MOV01586	2023-05-01	P056	Transfer	76	Store 1	REF9039	
MOV01587	2023-06-17	P041	Adjustment	13	Store 1	REF4342	Quality check
MOV01588	2023-11-29	P012	Purchase	-19	Warehouse A	REF1443	Quality check
MOV01589	2024-11-04	P072	Transfer	1	Warehouse A	REF5389	
MOV01590	2024-11-13	P099	Purchase	19	Warehouse A	REF1872	Regular operation
MOV01591	2023-04-02	P095	Sale	-39	Warehouse A	REF8427	Customer return
MOV01592	2024-04-23	P034	Damaged	93	Warehouse A	REF6133	Supplier issue
MOV01593	2024-08-05	P056	Purchase	100	Store 1	REF3121	Quality check
MOV01594	2024-05-27	P008	Sale	-33	Warehouse B	REF5219	Customer return
MOV01595	2024-12-11	P069	Sale	17	Store 2	REF1143	
MOV01596	2023-01-26	P096	Adjustment	-39	Online Fulfillment	REF3956	Supplier issue
MOV01597	2024-06-13	P083	Return	64	Store 1	REF4163	Supplier issue
MOV01598	2024-12-11	P037	Sale	34	Store 1	REF3923	Customer return
MOV01599	2024-11-26	P060	Purchase	-6	Store 2	REF2770	Customer return
MOV01600	2024-11-08	P038	Adjustment	53	Store 2	REF3156	Regular operation
MOV01601	2024-05-10	P100	Damaged	-6	Online Fulfillment	REF8522	Quality check
MOV01602	2023-05-15	P097	Sale	-21	Online Fulfillment	REF8170	Regular operation
MOV01603	2024-06-04	P053	Damaged	11	Warehouse B	REF5957	Customer return
MOV01604	2023-12-25	P030	Transfer	62	Store 1	REF1766	
MOV01605	2023-06-26	P073	Damaged	-45	Warehouse B	REF9414	Customer return
MOV01606	2024-02-03	P090	Transfer	78	Warehouse A	REF3267	
MOV01607	2023-11-07	P036	Purchase	-11	Store 2	REF9479	Quality check
MOV01608	2024-03-05	P089	Sale	46	Online Fulfillment	REF5520	
MOV01609	2023-10-31	P014	Damaged	25	Store 2	REF1904	Customer return
MOV01610	2023-10-21	P059	Return	-30	Store 1	REF4841	Supplier issue
MOV01611	2024-10-10	P078	Sale	52	Warehouse A	REF8066	Regular operation
MOV01612	2024-07-06	P099	Sale	13	Online Fulfillment	REF3401	Regular operation
MOV01613	2024-11-30	P003	Purchase	-6	Online Fulfillment	REF8742	
MOV01614	2023-01-09	P054	Damaged	73	Online Fulfillment	REF3276	Customer return
MOV01615	2024-03-08	P041	Damaged	30	Warehouse B	REF1078	
MOV01616	2023-05-31	P020	Sale	-7	Warehouse A	REF3093	
MOV01617	2024-07-14	P014	Adjustment	-45	Warehouse B	REF6246	
MOV01618	2023-08-11	P100	Sale	-12	Warehouse B	REF3726	Supplier issue
MOV01619	2023-05-28	P029	Return	16	Warehouse B	REF5389	Regular operation
MOV01620	2024-02-06	P008	Transfer	4	Online Fulfillment	REF9602	Regular operation
MOV01621	2023-09-18	P097	Transfer	99	Online Fulfillment	REF5440	
MOV01622	2024-11-16	P022	Damaged	-8	Warehouse B	REF4138	Quality check
MOV01623	2023-06-30	P065	Damaged	27	Store 2	REF7474	Regular operation
MOV01624	2024-09-08	P075	Transfer	63	Warehouse A	REF1743	
MOV01625	2024-12-25	P013	Transfer	52	Warehouse B	REF3403	Regular operation
MOV01626	2023-09-03	P083	Sale	64	Store 1	REF3925	Regular operation
MOV01627	2023-09-24	P045	Damaged	41	Store 1	REF5216	Supplier issue
MOV01628	2023-05-15	P020	Adjustment	-43	Warehouse A	REF5327	
MOV01629	2024-09-17	P088	Damaged	76	Store 1	REF5165	Quality check
MOV01630	2023-06-29	P085	Return	65	Warehouse B	REF1521	Quality check
MOV01631	2024-05-18	P033	Transfer	43	Warehouse A	REF9596	Quality check
MOV01632	2024-03-24	P035	Sale	-13	Warehouse A	REF1855	Supplier issue
MOV01633	2024-11-05	P001	Damaged	90	Warehouse B	REF1032	Supplier issue
MOV01634	2024-05-14	P032	Adjustment	47	Store 2	REF6954	
MOV01635	2023-12-31	P075	Transfer	63	Store 2	REF2533	Customer return
MOV01636	2024-04-24	P030	Sale	9	Store 1	REF4643	
MOV01637	2023-08-05	P064	Transfer	-41	Warehouse B	REF5041	
MOV01638	2024-08-29	P038	Damaged	-36	Store 1	REF8156	
MOV01639	2023-10-24	P087	Adjustment	47	Warehouse A	REF3765	Supplier issue
MOV01640	2024-06-21	P016	Sale	-39	Store 2	REF7566	Quality check
MOV01641	2023-10-14	P070	Purchase	97	Online Fulfillment	REF6786	Quality check
MOV01642	2023-06-13	P034	Damaged	-16	Store 2	REF6369	Supplier issue
MOV01643	2023-04-29	P058	Damaged	12	Store 2	REF3477	Regular operation
MOV01644	2023-03-22	P061	Damaged	-45	Warehouse A	REF2840	Supplier issue
MOV01645	2023-11-25	P082	Return	35	Store 2	REF8449	Supplier issue
MOV01646	2023-10-29	P062	Sale	44	Warehouse A	REF1706	Supplier issue
MOV01647	2024-04-09	P092	Return	26	Store 1	REF9324	
MOV01648	2023-02-13	P091	Adjustment	-19	Store 2	REF8998	Supplier issue
MOV01649	2024-06-15	P095	Damaged	81	Warehouse A	REF4850	Regular operation
MOV01650	2023-06-19	P037	Transfer	-16	Warehouse B	REF1031	Regular operation
MOV01651	2024-07-27	P028	Sale	27	Warehouse A	REF9739	Supplier issue
MOV01652	2023-05-04	P100	Return	30	Warehouse A	REF4210	
MOV01653	2024-10-02	P025	Purchase	8	Online Fulfillment	REF1160	Quality check
MOV01654	2024-01-14	P035	Sale	-24	Warehouse B	REF8225	Quality check
MOV01655	2023-04-22	P020	Damaged	96	Store 1	REF1472	Customer return
MOV01656	2024-07-18	P066	Damaged	89	Warehouse A	REF9865	Supplier issue
MOV01657	2024-12-19	P047	Transfer	94	Store 2	REF4740	Quality check
MOV01658	2024-12-11	P023	Damaged	99	Warehouse B	REF8880	
MOV01659	2023-02-09	P080	Transfer	-14	Online Fulfillment	REF4854	
MOV01660	2024-07-06	P051	Sale	97	Warehouse A	REF1638	Supplier issue
MOV01661	2023-07-02	P004	Return	59	Store 2	REF7795	Quality check
MOV01662	2023-02-11	P099	Sale	88	Warehouse A	REF7348	
MOV01663	2023-03-11	P074	Return	89	Store 2	REF8859	Regular operation
MOV01664	2024-04-23	P084	Adjustment	87	Store 2	REF5200	Customer return
MOV01665	2023-10-08	P076	Purchase	-20	Online Fulfillment	REF6751	Regular operation
MOV01666	2023-02-13	P014	Return	17	Warehouse B	REF8214	Quality check
MOV01667	2023-11-27	P043	Adjustment	8	Warehouse A	REF2678	
MOV01668	2023-02-17	P068	Adjustment	-16	Store 1	REF9243	Customer return
MOV01669	2023-06-29	P029	Purchase	-17	Warehouse B	REF8788	Quality check
MOV01670	2024-05-11	P089	Return	-10	Warehouse A	REF6633	Quality check
MOV01671	2024-05-13	P100	Damaged	-13	Warehouse B	REF2131	Regular operation
MOV01672	2024-12-18	P035	Sale	23	Warehouse A	REF7325	Supplier issue
MOV01673	2023-08-28	P070	Sale	56	Store 2	REF8194	Customer return
MOV01674	2024-08-19	P057	Sale	69	Store 2	REF8637	Regular operation
MOV01675	2024-10-31	P074	Transfer	20	Store 2	REF1435	Customer return
MOV01676	2023-07-13	P090	Return	50	Store 1	REF8214	Customer return
MOV01677	2023-03-04	P079	Adjustment	87	Warehouse B	REF5252	
MOV01678	2024-03-23	P081	Transfer	79	Store 2	REF2537	Supplier issue
MOV01679	2024-12-12	P038	Adjustment	-10	Online Fulfillment	REF3061	
MOV01680	2023-04-06	P098	Adjustment	72	Warehouse B	REF7383	Regular operation
MOV01681	2023-11-30	P031	Transfer	-50	Online Fulfillment	REF2054	Regular operation
MOV01682	2023-01-14	P003	Purchase	73	Store 2	REF9854	Quality check
MOV01683	2023-04-30	P067	Sale	54	Warehouse B	REF8808	Customer return
MOV01684	2023-03-14	P076	Transfer	74	Warehouse A	REF4404	Quality check
MOV01685	2023-07-10	P041	Purchase	81	Warehouse A	REF4258	Quality check
MOV01686	2024-10-01	P087	Sale	-9	Store 2	REF5230	Customer return
MOV01687	2024-01-14	P034	Damaged	39	Store 1	REF5639	Supplier issue
MOV01688	2023-06-14	P057	Transfer	76	Online Fulfillment	REF3862	Customer return
MOV01689	2023-10-17	P057	Damaged	67	Warehouse A	REF8464	Customer return
MOV01690	2023-01-25	P053	Adjustment	92	Store 2	REF8362	
MOV01691	2024-08-14	P096	Return	-18	Warehouse A	REF7159	Regular operation
MOV01692	2023-08-12	P061	Adjustment	86	Warehouse B	REF4130	Supplier issue
MOV01693	2024-01-20	P011	Transfer	-17	Store 1	REF4347	Regular operation
MOV01694	2024-07-11	P064	Transfer	76	Online Fulfillment	REF1476	
MOV01695	2023-03-13	P023	Transfer	-31	Warehouse B	REF2350	Quality check
MOV01696	2024-02-20	P028	Return	92	Warehouse A	REF6985	Supplier issue
MOV01697	2024-05-04	P010	Purchase	-6	Store 2	REF3807	Quality check
MOV01698	2024-12-27	P042	Damaged	-24	Online Fulfillment	REF4273	Quality check
MOV01699	2023-11-21	P054	Sale	79	Store 1	REF5761	Quality check
MOV01700	2024-05-13	P087	Sale	88	Warehouse B	REF9192	Customer return
MOV01701	2023-01-29	P093	Purchase	-8	Store 1	REF3173	Regular operation
MOV01702	2023-02-14	P034	Sale	-3	Warehouse A	REF2139	
MOV01703	2023-06-10	P065	Damaged	-20	Warehouse B	REF5778	Supplier issue
MOV01704	2024-09-24	P051	Damaged	57	Store 2	REF8642	
MOV01705	2023-07-31	P004	Sale	-26	Store 2	REF3776	
MOV01706	2023-09-30	P007	Transfer	5	Store 2	REF6739	Regular operation
MOV01707	2023-08-07	P063	Adjustment	86	Store 1	REF9690	Regular operation
MOV01708	2023-11-07	P095	Damaged	-24	Online Fulfillment	REF7238	Supplier issue
MOV01709	2024-07-30	P079	Purchase	92	Store 1	REF6346	Regular operation
MOV01710	2024-09-30	P020	Purchase	80	Store 1	REF7988	Customer return
MOV01711	2023-09-13	P066	Return	-27	Online Fulfillment	REF5298	Regular operation
MOV01712	2024-01-18	P052	Transfer	24	Store 1	REF4507	Customer return
MOV01713	2023-02-25	P013	Purchase	68	Store 1	REF3860	
MOV01714	2024-04-08	P091	Transfer	71	Warehouse B	REF3280	Customer return
MOV01715	2024-04-28	P094	Damaged	32	Warehouse A	REF3109	Quality check
MOV01716	2023-12-11	P079	Sale	-20	Warehouse B	REF4025	Supplier issue
MOV01717	2023-06-22	P048	Return	23	Online Fulfillment	REF6992	Customer return
MOV01718	2024-10-02	P002	Sale	-47	Store 2	REF6196	
MOV01719	2023-05-16	P043	Return	59	Store 2	REF8214	Quality check
MOV01720	2023-09-01	P080	Adjustment	63	Store 2	REF9522	Quality check
MOV01721	2024-07-31	P002	Adjustment	31	Warehouse A	REF7670	Quality check
MOV01722	2024-07-10	P001	Adjustment	59	Warehouse B	REF7624	Supplier issue
MOV01723	2024-09-28	P039	Purchase	98	Warehouse A	REF8520	Quality check
MOV01724	2024-04-22	P093	Sale	-7	Online Fulfillment	REF2824	Supplier issue
MOV01725	2024-02-04	P036	Transfer	-47	Warehouse B	REF7553	Regular operation
MOV01726	2023-10-20	P082	Damaged	41	Store 1	REF5109	Regular operation
MOV01727	2024-11-26	P092	Sale	-30	Online Fulfillment	REF6932	Supplier issue
MOV01728	2023-12-07	P003	Damaged	33	Online Fulfillment	REF5600	
MOV01729	2023-11-04	P010	Damaged	19	Online Fulfillment	REF3942	Quality check
MOV01730	2024-07-04	P029	Return	52	Warehouse A	REF3191	Quality check
MOV01731	2024-08-30	P030	Return	-34	Warehouse A	REF8988	Customer return
MOV01732	2024-06-07	P082	Adjustment	-2	Store 2	REF4975	
MOV01733	2023-02-17	P045	Transfer	14	Store 2	REF1545	Supplier issue
MOV01734	2023-01-07	P085	Return	8	Store 1	REF2718	Supplier issue
MOV01735	2024-01-19	P078	Sale	-30	Store 2	REF3629	Supplier issue
MOV01736	2023-03-09	P005	Transfer	17	Store 1	REF7505	Quality check
MOV01737	2024-10-22	P010	Return	64	Online Fulfillment	REF7505	Regular operation
MOV01738	2023-07-03	P054	Return	-38	Online Fulfillment	REF9772	
MOV01739	2024-09-11	P063	Return	35	Online Fulfillment	REF6243	Quality check
MOV01740	2024-04-29	P076	Transfer	72	Online Fulfillment	REF9380	Regular operation
MOV01741	2024-03-12	P092	Adjustment	81	Warehouse A	REF7629	Customer return
MOV01742	2023-03-21	P014	Transfer	90	Online Fulfillment	REF8297	Customer return
MOV01743	2024-10-21	P039	Damaged	71	Warehouse B	REF3960	Regular operation
MOV01744	2024-05-01	P082	Adjustment	80	Store 1	REF5806	Customer return
MOV01745	2024-04-17	P037	Adjustment	68	Warehouse A	REF7501	Regular operation
MOV01746	2024-06-17	P099	Damaged	37	Store 1	REF9315	Quality check
MOV01747	2023-11-16	P070	Return	56	Store 1	REF4795	Quality check
MOV01748	2024-04-22	P091	Return	28	Warehouse A	REF2162	Customer return
MOV01749	2024-03-12	P047	Sale	71	Store 2	REF1839	Regular operation
MOV01750	2024-10-19	P045	Adjustment	-9	Store 2	REF7569	
MOV01751	2024-08-01	P069	Purchase	88	Warehouse A	REF7020	Quality check
MOV01752	2024-04-06	P076	Sale	-44	Warehouse A	REF6336	Customer return
MOV01753	2024-02-12	P031	Purchase	58	Store 1	REF7702	Regular operation
MOV01754	2024-02-14	P088	Adjustment	29	Online Fulfillment	REF4292	Quality check
MOV01755	2023-09-02	P063	Return	34	Online Fulfillment	REF4450	
MOV01756	2024-06-17	P026	Damaged	7	Warehouse B	REF2456	Customer return
MOV01757	2024-08-18	P032	Damaged	-11	Store 1	REF5679	
MOV01758	2023-11-29	P074	Damaged	-8	Online Fulfillment	REF3848	Regular operation
MOV01759	2024-02-08	P055	Adjustment	32	Warehouse B	REF5238	Supplier issue
MOV01760	2024-09-17	P058	Damaged	-28	Warehouse A	REF1348	Regular operation
MOV01761	2023-06-05	P069	Purchase	-50	Warehouse A	REF1320	Quality check
MOV01762	2023-06-21	P096	Adjustment	52	Store 2	REF2475	Supplier issue
MOV01763	2024-07-28	P002	Transfer	80	Store 2	REF5207	Customer return
MOV01764	2024-12-11	P080	Damaged	98	Warehouse A	REF7414	Quality check
MOV01765	2024-05-21	P089	Adjustment	55	Store 1	REF1057	Quality check
MOV01766	2024-09-15	P098	Return	-9	Store 1	REF2022	Regular operation
MOV01767	2023-06-07	P018	Transfer	-21	Store 1	REF4298	Customer return
MOV01768	2023-07-27	P059	Return	99	Warehouse B	REF8883	Regular operation
MOV01769	2024-08-29	P060	Adjustment	50	Warehouse A	REF7159	Quality check
